Alert,Dates,Time,Lat,Longs,Vehicle,Speed
cas_ldw,08-06-2022,07:53:03,13.087276,80.194908,3143,49
cas_hmw,08-06-2022,07:53:22,13.087369,80.192472,3143,39
cas_hmw,08-06-2022,07:53:23,13.087369,80.192472,3143,39
cas_pcw,08-06-2022,07:58:46,13.08839,80.174349,3143,16
cas_hmw,08-06-2022,08:02:13,13.089062,80.162826,3143,33
cas_hmw,08-06-2022,08:09:25,13.082946,80.161586,3143,32
cas_hmw,08-06-2022,08:09:35,13.082012,80.161532,3143,36
cas_hmw,08-06-2022,08:09:46,13.081044,80.161462,3143,40
cas_ldw,08-06-2022,08:13:47,13.073444,80.161135,3143,43
cas_ldw,08-06-2022,08:13:55,13.072182,80.161122,3143,57
cas_hmw,08-06-2022,08:16:59,13.053,80.153774,3143,59
cas_fcw,08-06-2022,08:17:24,13.049052,80.149902,3143,58
cas_ldw,08-06-2022,08:26:04,13.001077,80.126274,3143,58
cas_ldw,08-06-2022,08:30:38,12.963141,80.119207,3143,57
cas_ldw,08-06-2022,08:31:58,12.952216,80.117058,3143,58
cas_ldw,08-06-2022,08:34:46,12.935513,80.099351,3143,58
cas_ldw,08-06-2022,08:35:58,12.926353,80.100217,3143,58
cas_ldw,08-06-2022,08:36:11,12.924034,80.100512,3143,58
cas_ldw,08-06-2022,08:36:45,12.919687,80.101075,3143,58
cas_ldw,08-06-2022,08:37:16,12.915837,80.102631,3143,37
cas_hmw,08-06-2022,08:38:16,12.909223,80.099086,3143,43
cas_hmw,08-06-2022,08:41:14,12.90275,80.093576,3143,54
cas_ldw,08-06-2022,08:41:40,12.901052,80.092291,3143,47
cas_hmw,08-06-2022,08:41:48,12.899107,80.090828,3143,56
cas_hmw,08-06-2022,08:42:31,12.894437,80.087335,3143,48
cas_ldw,08-06-2022,08:42:58,12.892614,80.085992,3143,58
cas_hmw,08-06-2022,08:46:02,12.878363,80.082524,3143,39
cas_ldw,08-06-2022,10:02:48,12.888774,80.072241,3143,53
cas_ldw,08-06-2022,10:03:44,12.896608,80.070374,3143,56
cas_ldw,08-06-2022,10:04:24,12.902295,80.070948,3143,52
cas_ldw,08-06-2022,10:04:45,12.904787,80.07153,3143,54
cas_hmw,08-06-2022,10:21:13,13.008359,80.091465,3143,47
cas_ldw,08-06-2022,12:11:50,13.048773,80.085651,3143,54
cas_hmw,08-06-2022,12:11:53,13.048773,80.085651,3143,54
cas_ldw,08-06-2022,12:14:00,13.05122,80.082627,3143,0
cas_ldw,08-06-2022,12:18:22,13.063462,80.075991,3143,36
cas_ldw,08-06-2022,12:18:57,13.059914,80.078192,3143,44
cas_ldw,09-06-2022,12:44:43,13.020354,80.094078,3143,54
cas_hmw,09-06-2022,12:45:04,13.016506,80.095002,3143,51
cas_ldw,09-06-2022,12:45:42,13.01267,80.093555,3143,52
cas_hmw,09-06-2022,12:45:57,13.010128,80.092576,3143,55
cas_hmw,09-06-2022,12:46:28,13.006368,80.091096,3143,56
cas_ldw,09-06-2022,12:47:05,13.000894,80.088958,3143,54
cas_ldw,09-06-2022,12:47:26,12.998192,80.087929,3143,58
cas_ldw,09-06-2022,12:47:36,12.996856,80.087661,3143,52
cas_ldw,09-06-2022,12:47:50,12.995528,80.087661,3143,54
cas_ldw,09-06-2022,12:49:30,12.981286,80.089876,3143,58
cas_ldw,09-06-2022,12:49:55,12.976922,80.089995,3143,57
cas_ldw,09-06-2022,12:50:31,12.972518,80.090064,3143,59
cas_ldw,09-06-2022,12:51:31,12.963767,80.090349,3143,57
cas_ldw,09-06-2022,12:52:09,12.957918,80.090512,3143,57
cas_ldw,09-06-2022,12:52:57,12.951011,80.088035,3143,58
cas_hmw,09-06-2022,12:58:53,12.913187,80.074649,3143,52
cas_ldw,09-06-2022,12:59:05,12.911922,80.074244,3143,53
cas_ldw,09-06-2022,12:59:10,12.91063,80.073797,3143,57
cas_ldw,09-06-2022,13:00:28,12.901526,80.071151,3143,47
cas_ldw,09-06-2022,13:00:55,12.897365,80.07067,3143,56
cas_ldw,09-06-2022,13:01:05,12.895955,80.07072,3143,53
cas_hmw,09-06-2022,13:01:11,12.894631,80.070739,3143,52
cas_ldw,09-06-2022,13:02:06,12.888818,80.072656,3143,52
cas_ldw,09-06-2022,13:02:55,12.886314,80.078869,3143,49
cas_hmw,09-06-2022,13:03:09,12.885509,80.081139,3143,34
cas_hmw,09-06-2022,13:03:57,12.882409,80.081574,3143,47
cas_hmw,02-08-2022,07:11:17,13.067685,80.249649,3143,27
cas_hmw,02-08-2022,07:17:27,13.066762,80.268456,3143,30
cas_hmw,02-08-2022,07:17:31,13.067491,80.268927,3143,31
cas_hmw,02-08-2022,07:27:27,13.049591,80.264066,3143,34
cas_hmw,02-08-2022,07:27:27,13.049591,80.264066,3143,34
cas_hmw,02-08-2022,07:29:49,13.042917,80.267853,3143,30
cas_pcw,02-08-2022,07:33:40,13.034827,80.268077,3143,23
cas_hmw,02-08-2022,07:38:19,13.020318,80.263016,3143,9
cas_hmw,02-08-2022,07:45:22,13.006418,80.256906,3143,23
cas_pcw,02-08-2022,07:45:33,13.006462,80.256048,3143,38
cas_ldw,02-08-2022,07:45:46,13.006509,80.255116,3143,38
cas_hmw,02-08-2022,07:46:03,13.006516,80.252578,3143,50
cas_ldw,02-08-2022,07:46:26,13.006805,80.250769,3143,48
cas_hmw,02-08-2022,07:47:27,13.006698,80.246141,3143,37
cas_ldw,02-08-2022,07:49:33,13.00747,80.237104,3143,41
cas_ldw,02-08-2022,07:50:01,13.008272,80.232847,3143,58
cas_ldw,02-08-2022,07:50:23,13.008852,80.229937,3143,57
cas_ldw,02-08-2022,07:50:31,13.009155,80.22847,3143,58
cas_hmw,02-08-2022,07:50:55,13.010285,80.22583,3143,46
cas_hmw,02-08-2022,07:51:52,13.012177,80.221065,3143,22
cas_hmw,02-08-2022,07:52:05,13.011976,80.220331,3143,33
cas_hmw,02-08-2022,07:52:12,13.011637,80.219286,3143,43
cas_ldw,02-08-2022,07:52:36,13.010833,80.21703,3143,53
cas_hmw,02-08-2022,07:52:43,13.010274,80.215869,3143,49
cas_hmw,02-08-2022,07:52:47,13.010274,80.215869,3143,49
cas_fcw,02-08-2022,07:52:54,13.01006,80.214693,3143,46
cas_hmw,02-08-2022,07:53:15,13.00923,80.212392,3143,43
cas_hmw,02-08-2022,07:53:16,13.00923,80.212392,3143,43
cas_ldw,02-08-2022,07:53:30,13.008878,80.211548,3143,32
cas_hmw,02-08-2022,07:53:48,13.008091,80.209247,3143,50
cas_hmw,02-08-2022,07:53:57,13.007871,80.207923,3143,46
cas_fcw,02-08-2022,07:54:04,13.007737,80.20694,3143,41
cas_ldw,02-08-2022,07:54:26,13.007304,80.20519,3143,48
cas_hmw,02-08-2022,07:54:28,13.007304,80.20519,3143,48
cas_hmw,02-08-2022,07:54:56,13.005716,80.202408,3143,36
cas_ldw,02-08-2022,07:55:05,13.005006,80.201531,3143,45
cas_hmw,02-08-2022,07:55:07,13.005006,80.201531,3143,45
cas_fcw,02-08-2022,07:55:10,13.005006,80.201531,3143,45
cas_hmw,02-08-2022,07:55:23,13.002539,80.200689,3143,42
cas_hmw,02-08-2022,07:55:35,13.001824,80.199969,3143,41
cas_hmw,02-08-2022,07:56:12,13.001446,80.196075,3143,25
cas_hmw,02-08-2022,07:56:33,13.00043,80.194771,3143,42
cas_hmw,02-08-2022,07:57:08,12.998475,80.192294,3143,43
cas_hmw,02-08-2022,07:57:34,12.99591,80.18918,3143,57
cas_hmw,02-08-2022,07:57:39,12.99591,80.18918,3143,57
cas_ldw,02-08-2022,07:58:10,12.994215,80.186056,3143,58
cas_ldw,02-08-2022,07:58:38,12.991991,80.182175,3143,58
cas_hmw,02-08-2022,07:59:12,12.989514,80.179107,3143,31
cas_hmw,02-08-2022,07:59:27,12.988936,80.178402,3143,38
cas_hmw,02-08-2022,08:00:46,12.985994,80.174165,3143,39
cas_hmw,02-08-2022,08:01:02,12.984872,80.172502,3143,43
cas_hmw,02-08-2022,08:01:16,12.984329,80.171608,3143,40
cas_hmw,02-08-2022,08:01:43,12.982388,80.168349,3143,57
cas_ldw,02-08-2022,08:01:51,12.982388,80.168349,3143,57
cas_hmw,02-08-2022,08:02:07,12.981069,80.166135,3143,45
cas_hmw,02-08-2022,08:02:40,12.979723,80.162642,3143,36
cas_hmw,02-08-2022,08:03:19,12.977349,80.159166,3143,46
cas_fcw,02-08-2022,08:06:43,12.963284,80.147073,3143,47
cas_hmw,02-08-2022,08:07:28,12.961342,80.146018,3143,30
cas_hmw,02-08-2022,08:08:46,12.956332,80.143386,3143,15
cas_hmw,02-08-2022,08:08:52,12.955779,80.143054,3143,33
cas_hmw,02-08-2022,08:09:01,12.954953,80.142602,3143,38
cas_pcw,02-08-2022,08:10:10,12.952024,80.140788,3143,26
cas_hmw,02-08-2022,08:11:18,12.95055,80.139767,3143,0
cas_hmw,02-08-2022,08:11:34,12.949474,80.138851,3143,42
cas_hmw,02-08-2022,08:11:41,12.948588,80.1381,3143,49
cas_ldw,02-08-2022,08:12:05,12.94624,80.136386,3143,58
cas_ldw,02-08-2022,08:12:27,12.94394,80.134572,3143,57
cas_ldw,02-08-2022,08:13:16,12.941934,80.132599,3143,40
cas_ldw,02-08-2022,08:13:30,12.94106,80.131693,3143,55
cas_hmw,02-08-2022,08:13:39,12.940004,80.130622,3143,57
cas_ldw,02-08-2022,08:15:31,12.932457,80.1237,3143,59
cas_ldw,02-08-2022,08:16:00,12.930305,80.121617,3143,55
cas_hmw,02-08-2022,08:16:30,12.927451,80.118667,3143,46
cas_ldw,02-08-2022,08:17:09,12.924754,80.115959,3143,42
cas_hmw,02-08-2022,08:18:00,12.922887,80.114138,3143,31
cas_ldw,02-08-2022,08:18:11,12.921244,80.112467,3143,53
cas_hmw,02-08-2022,08:18:16,12.921244,80.112467,3143,53
cas_ldw,02-08-2022,08:18:41,12.918341,80.109081,3143,58
cas_ldw,02-08-2022,08:19:28,12.916332,80.106046,3143,53
cas_hmw,02-08-2022,08:19:55,12.914128,80.102202,3143,58
cas_ldw,02-08-2022,08:19:57,12.914128,80.102202,3143,58
cas_hmw,02-08-2022,08:25:19,12.905254,80.095636,3143,18
cas_ldw,02-08-2022,08:26:18,12.901196,80.092467,3143,47
cas_hmw,02-08-2022,08:26:27,12.900217,80.091751,3143,51
cas_ldw,02-08-2022,08:27:28,12.895248,80.087966,3143,51
cas_hmw,02-08-2022,08:27:36,12.894202,80.087204,3143,52
cas_ldw,02-08-2022,08:27:55,12.892542,80.085974,3143,34
cas_ldw,02-08-2022,08:28:06,12.891564,80.085324,3143,52
cas_hmw,02-08-2022,08:29:06,12.883489,80.08209,3143,55
cas_hmw,02-08-2022,08:31:31,12.877834,80.083948,3143,45
cas_ldw,02-08-2022,16:38:37,12.884311,80.081823,3143,47
cas_ldw,02-08-2022,16:38:44,12.885268,80.08111,3143,48
cas_ldw,02-08-2022,16:40:49,12.897817,80.070362,3143,56
cas_ldw,02-08-2022,16:41:04,12.899276,80.070411,3143,57
cas_ldw,02-08-2022,16:41:55,12.906381,80.072069,3143,59
cas_hmw,02-08-2022,16:44:42,12.916512,80.079451,3143,41
cas_hmw,02-08-2022,16:46:19,12.919664,80.086076,3143,32
cas_hmw,02-08-2022,16:46:53,12.920186,80.088095,3143,38
cas_hmw,02-08-2022,16:48:16,12.92185,80.093537,3143,22
cas_pcw,02-08-2022,16:50:49,12.924909,80.099972,3143,9
cas_hmw,02-08-2022,16:52:32,12.925568,80.10445,3143,10
cas_fcw,02-08-2022,16:56:39,12.929868,80.113879,3143,24
cas_hmw,02-08-2022,16:57:40,12.930441,80.118132,3143,35
cas_pcw,02-08-2022,16:58:12,12.930078,80.121057,3143,12
cas_hmw,02-08-2022,16:59:11,12.931245,80.122303,3143,10
cas_hmw,02-08-2022,16:59:34,12.932796,80.123924,3143,47
cas_hmw,02-08-2022,17:00:40,12.93662,80.127437,3143,20
cas_hmw,02-08-2022,17:00:43,12.93662,80.127437,3143,20
cas_hmw,02-08-2022,17:00:43,12.93662,80.127437,3143,20
cas_hmw,02-08-2022,17:01:19,12.938799,80.129314,3143,49
cas_hmw,02-08-2022,17:02:29,12.943455,80.13397,3143,36
cas_hmw,02-08-2022,17:02:40,12.944417,80.134837,3143,40
cas_fcw,02-08-2022,17:02:47,12.944417,80.134837,3143,40
cas_hmw,02-08-2022,17:05:34,12.953708,80.141801,3143,37
cas_pcw,02-08-2022,17:05:36,12.953708,80.141801,3143,37
cas_ldw,02-08-2022,17:07:05,12.957068,80.143538,3143,24
cas_hmw,02-08-2022,17:09:43,12.960919,80.145644,3143,0
cas_hmw,02-08-2022,17:10:01,12.961734,80.146067,3143,37
cas_pcw,02-08-2022,17:20:05,12.97431,80.135313,3143,8
cas_pcw,02-08-2022,17:20:33,12.974388,80.135237,3143,0
cas_pcw,02-08-2022,17:21:31,12.97708,80.135655,3143,30
cas_pcw,02-08-2022,17:22:45,12.981769,80.138011,3143,24
cas_pcw,02-08-2022,17:23:48,12.983764,80.140103,3143,10
cas_pcw,02-08-2022,17:23:53,12.983764,80.140103,3143,10
cas_pcw,02-08-2022,17:24:42,12.985244,80.141436,3143,12
cas_pcw,02-08-2022,17:28:22,12.981619,80.139386,3143,0
cas_pcw,02-08-2022,17:29:23,12.981704,80.13808,3143,27
cas_pcw,02-08-2022,17:29:45,12.981769,80.13768,3143,0
cas_pcw,02-08-2022,17:30:13,12.981136,80.137302,3143,16
cas_pcw,02-08-2022,17:31:46,12.976427,80.135552,3143,13
cas_pcw,02-08-2022,17:34:22,12.976434,80.132755,3143,23
cas_pcw,02-08-2022,17:35:39,12.979275,80.129411,3143,18
cas_pcw,02-08-2022,17:37:22,12.981451,80.129244,3143,7
cas_pcw,02-08-2022,17:40:51,12.984733,80.123899,3143,16
cas_fcw,02-08-2022,17:41:08,12.984999,80.123421,3143,12
cas_hmw,02-08-2022,17:43:30,12.98872,80.117623,3143,25
cas_fcw,02-08-2022,17:44:35,12.992091,80.114919,3143,31
cas_hmw,02-08-2022,17:45:34,12.995747,80.110453,3143,43
cas_pcw,02-08-2022,17:48:00,12.99795,80.100683,3143,5
cas_pcw,02-08-2022,17:48:52,12.997822,80.097867,3143,19
cas_pcw,02-08-2022,17:49:08,12.998152,80.097012,3143,23
cas_pcw,02-08-2022,17:49:26,12.998238,80.096634,3143,0
cas_fcw,02-08-2022,17:52:54,13.006124,80.100374,3143,34
cas_hmw,02-08-2022,17:53:10,13.006802,80.100461,3143,12
cas_hmw,02-08-2022,17:57:20,13.022402,80.106718,3143,15
cas_pcw,02-08-2022,18:03:28,13.040454,80.114099,3143,11
cas_pcw,02-08-2022,18:03:50,13.041417,80.11467,3143,18
cas_pcw,02-08-2022,18:03:54,13.041417,80.11467,3143,18
cas_hmw,02-08-2022,18:07:05,13.046692,80.11938,3143,44
cas_hmw,02-08-2022,18:07:10,13.046692,80.11938,3143,44
cas_ldw,02-08-2022,18:07:24,13.048124,80.120365,3143,0
cas_hmw,02-08-2022,18:07:34,13.048435,80.120556,3143,28
cas_ldw,02-08-2022,18:09:27,13.055061,80.120356,3143,28
cas_ldw,02-08-2022,18:09:36,13.055061,80.120356,3143,28
cas_ldw,02-08-2022,18:10:00,13.055887,80.11796,3143,51
cas_ldw,02-08-2022,18:11:30,13.057075,80.106302,3143,55
cas_ldw,02-08-2022,18:19:19,13.02625,80.091937,3143,29
cas_ldw,02-08-2022,18:19:33,13.025729,80.092115,3143,14
cas_ldw,02-08-2022,18:20:20,13.020326,80.094074,3143,58
cas_ldw,02-08-2022,18:20:33,13.018122,80.094868,3143,59
cas_ldw,02-08-2022,18:20:37,13.018122,80.094868,3143,59
cas_ldw,02-08-2022,18:21:59,13.007169,80.091387,3143,57
cas_ldw,02-08-2022,18:23:18,12.99617,80.087621,3143,54
cas_ldw,02-08-2022,18:23:37,12.993975,80.087974,3143,56
cas_ldw,02-08-2022,18:23:58,12.989486,80.089361,3143,58
cas_ldw,02-08-2022,18:24:35,12.984834,80.089672,3143,58
cas_ldw,02-08-2022,18:26:00,12.973181,80.090063,3143,58
cas_ldw,02-08-2022,18:27:35,12.958966,80.090552,3143,58
cas_ldw,02-08-2022,18:28:59,12.947864,80.086828,3143,58
cas_ldw,02-08-2022,18:32:28,12.928713,80.079696,3143,45
cas_ldw,02-08-2022,18:33:00,12.924514,80.078151,3143,58
cas_ldw,02-08-2022,18:33:30,12.92004,80.076766,3143,58
cas_ldw,02-08-2022,18:34:03,12.91545,80.075353,3143,55
cas_ldw,02-08-2022,18:34:17,12.913228,80.074625,3143,57
cas_ldw,03-08-2022,06:22:46,12.885437,80.080661,3143,50
cas_ldw,03-08-2022,06:24:27,12.885884,80.079387,3143,54
cas_ldw,03-08-2022,06:25:10,12.898197,80.070348,3143,58
cas_ldw,03-08-2022,06:27:09,12.914987,80.074885,3143,57
cas_ldw,03-08-2022,06:27:51,12.92059,80.076617,3143,54
cas_ldw,03-08-2022,06:28:27,12.925629,80.078223,3143,52
cas_ldw,03-08-2022,06:30:59,12.939609,80.083414,3143,53
cas_ldw,03-08-2022,06:31:18,12.941624,80.08413,3143,52
cas_ldw,03-08-2022,06:31:46,12.945842,80.085748,3143,56
cas_ldw,03-08-2022,06:36:50,12.988776,80.089101,3143,56
cas_ldw,03-08-2022,06:37:17,12.991186,80.088702,3143,58
cas_ldw,03-08-2022,06:37:50,12.995275,80.087382,3143,53
cas_ldw,03-08-2022,06:38:04,12.997539,80.087449,3143,59
cas_ldw,03-08-2022,06:39:09,13.006006,80.090617,3143,58
cas_ldw,03-08-2022,06:39:29,13.010409,80.092278,3143,56
cas_ldw,03-08-2022,06:41:39,13.027979,80.090813,3143,57
cas_ldw,03-08-2022,06:42:05,13.030153,80.089989,3143,59
cas_ldw,03-08-2022,06:42:51,13.036834,80.087544,3143,58
cas_ldw,03-08-2022,06:43:20,13.041406,80.086149,3143,57
cas_hmw,03-08-2022,06:48:12,13.056582,80.097428,3143,10
cas_hmw,03-08-2022,06:48:18,13.056582,80.097428,3143,10
cas_fcw,03-08-2022,06:48:19,13.056582,80.097428,3143,10
cas_pcw,03-08-2022,06:51:48,13.054858,80.121505,3143,40
cas_pcw,03-08-2022,07:15:21,13.034436,80.111863,3143,37
cas_hmw,03-08-2022,07:23:27,13.012796,80.102539,3143,13
cas_hmw,03-08-2022,07:23:41,13.012432,80.102436,3143,15
cas_hmw,03-08-2022,07:32:42,12.9963,80.108912,3143,23
cas_hmw,03-08-2022,07:33:12,12.993455,80.11333,3143,38
cas_hmw,03-08-2022,07:33:52,12.991605,80.115355,3143,41
cas_pcw,03-08-2022,07:35:08,12.987286,80.118714,3143,31
cas_hmw,03-08-2022,07:36:07,12.984765,80.122052,3143,25
cas_pcw,03-08-2022,07:40:23,12.976708,80.132699,3143,34
cas_pcw,03-08-2022,07:41:02,12.975029,80.132744,3143,16
cas_pcw,03-08-2022,07:51:07,12.979509,80.136409,3143,23
cas_pcw,03-08-2022,07:52:03,12.977145,80.135698,3143,25
cas_pcw,03-08-2022,07:56:33,12.971781,80.1412,3143,0
cas_pcw,03-08-2022,07:57:09,12.971743,80.141558,3143,0
cas_pcw,03-08-2022,07:57:26,12.971555,80.142403,3143,22
cas_hmw,03-08-2022,08:02:18,12.970932,80.150801,3143,40
cas_hmw,03-08-2022,08:02:30,12.969394,80.150073,3143,44
cas_hmw,03-08-2022,08:02:36,12.967698,80.149262,3143,45
cas_ldw,03-08-2022,08:03:05,12.966012,80.148506,3143,39
cas_hmw,03-08-2022,08:03:28,12.962214,80.14643,3143,60
cas_hmw,03-08-2022,08:04:08,12.9584,80.144363,3143,44
cas_hmw,03-08-2022,08:04:13,12.9584,80.144363,3143,44
cas_hmw,03-08-2022,08:05:26,12.952991,80.141445,3143,11
cas_hmw,03-08-2022,08:06:32,12.950602,80.139737,3143,0
cas_ldw,03-08-2022,08:07:40,12.949029,80.138514,3143,49
cas_ldw,03-08-2022,08:07:48,12.947382,80.137297,3143,32
cas_ldw,03-08-2022,08:07:59,12.947149,80.1371,3143,19
cas_ldw,03-08-2022,08:09:24,12.942188,80.132876,3143,31
cas_pcw,03-08-2022,08:12:47,12.930675,80.116785,3143,24
cas_hmw,03-08-2022,08:18:41,12.925546,80.104398,3143,9
cas_hmw,03-08-2022,08:18:41,12.925546,80.104398,3143,9
cas_hmw,03-08-2022,08:20:04,12.924731,80.099706,3143,0
cas_hmw,03-08-2022,08:24:41,12.91836,80.0818,3143,0
cas_ldw,03-08-2022,08:30:16,12.889438,80.072084,3143,58
cas_hmw,03-08-2022,08:30:45,12.887177,80.076016,3143,58
cas_ldw,03-08-2022,08:31:14,12.885888,80.080219,3143,52
cas_ldw,03-08-2022,16:37:23,12.8848,80.081666,3143,49
cas_ldw,03-08-2022,16:37:35,12.885475,80.080544,3143,54
cas_ldw,03-08-2022,16:40:05,12.901328,80.070799,3143,57
cas_ldw,03-08-2022,16:40:15,12.902745,80.071108,3143,57
cas_ldw,03-08-2022,16:40:22,12.904164,80.071406,3143,58
cas_hmw,03-08-2022,16:47:11,12.921985,80.094133,3143,34
cas_hmw,03-08-2022,16:48:29,12.923552,80.097479,3143,15
cas_hmw,03-08-2022,16:50:25,12.925632,80.102995,3143,26
cas_pcw,03-08-2022,16:53:33,12.927221,80.109053,3143,16
cas_pcw,03-08-2022,16:56:34,12.930562,80.116222,3143,39
cas_hmw,03-08-2022,16:58:10,12.930281,80.121261,3143,18
cas_ldw,03-08-2022,16:58:52,12.932205,80.123356,3143,32
cas_hmw,03-08-2022,17:00:29,12.9362,80.12708,3143,22
cas_ldw,03-08-2022,17:01:13,12.940449,80.130972,3143,59
cas_hmw,03-08-2022,17:02:18,12.942639,80.133199,3143,23
cas_hmw,03-08-2022,17:02:41,12.943922,80.134484,3143,44
cas_hmw,03-08-2022,17:02:43,12.944823,80.135144,3143,41
cas_hmw,03-08-2022,17:02:55,12.945686,80.135809,3143,42
cas_hmw,03-08-2022,17:03:01,12.945686,80.135809,3143,42
cas_hmw,03-08-2022,17:05:04,12.953278,80.141571,3143,42
cas_hmw,03-08-2022,17:05:13,12.954267,80.142091,3143,40
cas_hmw,03-08-2022,17:07:06,12.958192,80.144196,3143,36
cas_hmw,03-08-2022,17:08:42,12.961192,80.145768,3143,25
cas_hmw,03-08-2022,17:08:54,12.962511,80.146478,3143,34
cas_pcw,03-08-2022,17:14:20,12.971198,80.143453,3143,14
cas_pcw,03-08-2022,17:20:51,12.975822,80.135449,3143,7
